Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
55188.6,6292.6,2439.3,5582.4,8709.4,3406.6,2901.4,2254.2,3757.3,2390.3,5547.4,1502.4,3647.9,2159.1,5820.5,12343.4,11391.2,4727.9,815.7,8540.6,7048.2,0,0,2464.3,1796.6,2494.7,961.8,923.6,938,962.2,1286.8,1880.7,863.5
53639.4,6173.2,2437.8,5504.8,8644,3342.3,2882.3,2226.8,3758.9,2372.9,5443.6,1477.8,3067.4,2204.9,5393.4,11950.6,11325.8,4575.3,742.4,8581.7,6947.1,0,0,2263.3,1728.6,2361.9,959,861.7,938.1,867.4,1195.5,1718.8,1019.5
50784.1,5877.4,2257.4,5353.9,8556.9,3206.3,2788.3,2207.1,3752.2,2321.9,5273.8,1453.7,2040.8,2099.6,4552.8,11459.1,11235.2,4026.2,729.1,8434.5,6707.5,0,0,2043.5,1685.5,2199.2,953.1,794.2,944,782.5,1044.2,1341.2,1079.5
47765.9,5576.9,2204,5213.5,8193.4,3099,2775.9,2164.5,3771,2221.8,5079.3,1427.3,1526.6,2077.4,3264.7,10921.7,11002,3308.4,706.5,7914.8,6364.9,0,0,1789,1537.1,2035.6,949.6,744.5,949.4,692.5,954.2,1101,1009.3
45417.1,5338.5,2196.6,4954.1,7718.2,3063.6,2774.8,2164.5,3699.2,2159.5,4235.8,1374.4,1680.5,1956.9,2364.2,10569,11002.6,3059.5,931.1,7407.5,5965.1,0,0,1509.2,1541.5,1860.4,922.4,719.9,809.4,626.8,907.6,926.5,941.3
44480.4,5189.3,2189.4,4861,7316.9,3033,2756.4,2130.2,3702.6,2108.3,4121.5,1363,1574.9,1962,2144.6,10377,10954.2,3009.4,883,7206.1,5920.6,0,0,1448.7,1496.6,1792.4,932.9,705.4,809.8,612.2,681.4,902.7,1215.9
44197.9,5134.2,2204.9,4820.7,7002.1,3012.9,2773,2113.3,3715.4,2085.4,3999.9,1356.7,1520.2,1978,2106,10332.5,10935.8,3017.5,841.2,7148.7,5916.8,0,0,1435,1527.7,1763,933.3,696.5,811.8,602.8,681.8,892.1,1419.4
44309.7,5122.7,2198.1,4837.2,6990,2995,2808,2112.5,3718.2,2076.3,3994.4,1359.2,1519.6,1974.2,2100.2,10364.3,10932.3,3021.9,864.3,7262.3,5912.1,0,0,1410.6,1631.4,1765.5,934.7,704,813.7,609.1,681.9,902.5,1418.4
45128.5,5210.8,2224.2,4877.9,7350.4,2992.3,2902.5,2123.2,3726.9,2081.7,4134.6,1372.7,1587.2,2006.4,2201.3,10528.2,10950.3,3050.9,929.5,7639.1,5967.1,0,0,1426.4,1799.4,1794.9,961.9,733.3,808.9,648.6,685.2,966.4,1223.4
47672.6,5521.2,2226.4,5014.8,7858.4,3058.7,2973.9,2161.9,3744.4,2142.2,4275.2,1411.1,2156.3,2086.1,3026.5,11004,11025.1,3189.1,1076.5,8600.9,6133.2,0,0,1548.2,2070.7,1867.5,980.1,846.7,803.8,765,1017.6,1142.9,992.2
