Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
997892.9,115517.5,36915.1,115431.7,132648.1,68078,57095.7,48013.3,69278.2,50010.1,87769.2,32571.7,31374.2,41703.3,66441.4,217641.9,264220.4,63003.5,26952.3,170262.2,132154.5,0,0,33081.3,59261,39175.4,32927.8,17641.2,17220.3,17212.4,14499,25247.2,25833.5
1242117.9,144945.1,54269,129731.9,190588.9,78890.4,67319.8,53053.7,88213.1,55734.5,120528.4,35519.9,67589.6,46835.3,120539.2,273692.6,269821.8,96140.8,20998.5,201834.7,159595.1,0,0,54299.1,46689.9,53810.8,23356.6,21822.9,25365.7,21916.3,25765.1,38522.2,26109.5
1261833.4,146640.4,55032.9,127856.4,177696.6,80373.7,73850.5,56597,90467,56903.5,115605.2,36109.1,65556.5,52141,117441.9,291831.8,268558.2,89847.6,25071.8,208944.4,160742.2,0,0,44266.2,71775,52528.4,29196.5,23381.5,20591.4,22019.9,28190.5,37264,26928.7
1261326.9,148577.9,52274,128908.3,172095.8,82571.3,70897,58993.5,84610.4,57577.6,111097.3,37758.9,59310.7,51792,114324,287309.2,274347.9,85295.8,30101.9,224289.7,169058.3,0,0,44949.4,79147.1,50018.1,33246.6,24752.9,36228.8,23258.6,28937.4,40096,30472
1407727.5,164904,58077.3,140133.3,212070.2,85964.9,73658.2,58966.6,96245,59995.9,138744.8,39704,89992.5,61135.7,135097.4,331568.3,280991.6,99743.4,31398.9,246768.1,172552.8,0,0,59078.1,54877,58793.9,34062.6,26282,41129.3,24754.7,37908.7,33792.7,34779.3
1365807.4,157405.9,56412.3,134506.9,195942.4,82314.5,75168,55019.8,88619.8,58258,126272.3,37409.1,87801.1,55896.9,146239.1,312143.2,275562.4,109148.8,23079.1,231916.5,171455.7,0,0,61119.4,70637.7,60809.4,28492.6,28510.4,39410.6,25160.6,39207.6,36497.1,21815.8
1228901.8,139659.5,52857.2,124886.7,170194.2,76931.5,66279,49894.8,83494.8,53969.2,109730.6,34807.2,71631.1,46978.4,116397.9,278589.8,268326.5,99486.8,21223.3,207792.3,165169.7,0,0,40365.1,65828.6,50957.2,33107.7,25147.7,33247.2,23695.2,13687,40123.2,22110.5
1214183.8,137721.3,53149.7,126097.7,188323.7,75793,70428.4,48269.4,81869.4,52726.9,124509.7,33659.5,74644.5,48986.8,107622.4,284844.4,265316.8,106365.3,16284.1,188179.6,166539.5,0,0,47298.9,33721.1,53396.7,26918,24385.3,32583.8,22140.1,25908.5,35987.3,18032.6
1254510.1,139605.6,50199.4,128506.1,177443.8,79546.3,70750.7,51900.9,85500.9,55026.6,116127.2,34269.5,82062.6,50770,130324.9,285415.9,268011.7,103321.7,18639.1,200466.5,152099.8,0,0,48195.2,61747.6,53504.5,31746.1,25744.6,40267.6,23838,17846.3,39491.8,16835.5
1218052.8,134479.1,50420.2,126552.5,157355.2,78437.4,67782,52249.2,84626.3,55485.6,107784.1,34070.4,75417,54502.7,129906.6,268553.6,273060.3,102585.1,24019.9,192954.5,144698.2,0,0,46828.8,66008.1,51557,34850,25587.2,41023.2,24205.9,19773,42437.5,13762.4
1171073.6,132221.1,52129.1,123579.3,126981.7,77343.2,61683.8,52333.1,78277,55047.8,91855.6,32800.1,61582.4,46029.6,114344.6,261465.2,274293.6,86504.6,28937.7,197098.2,145635.2,0,0,41359.3,94073.4,49565.4,37778.7,25645.6,39239.9,23899.9,19856.4,40043.2,18266.5
1209667.9,138863.4,52461,122235.4,133503.9,80083.2,62024,53191.2,81119.5,55948.2,96350.3,34825.4,81484.5,50068.7,102283.1,268117.4,277570,89054,31118,205878.9,154768.6,0,0,42948.2,93600.5,49435.3,39087.8,26050.9,35410,24222.1,21603.3,41921.1,20472.9
1274241.6,148862.5,56732.3,130030.5,187914.1,80407.5,72853.3,54420,90420,58210.1,122609.1,34164,81024.6,52113.3,129501.7,282934.5,271031.9,106103.3,17541.5,201802.6,150675,0,0,49751,47646,54947.8,31590.7,25484.5,34775.1,23486.8,23501.4,36412.1,21313.8
1197252.7,138002.6,53111.2,126413.9,153120.7,78482.7,69661,51662.8,87662.8,56622.8,112868.9,34156.3,60638,52784.9,122897.6,276487.7,263629.5,92347.7,17098.1,188362.3,146583.9,0,0,37568.4,72726.4,44464,36697.5,23427.1,25403.8,20338.5,20416.3,41142.1,19748.1
1230868.5,140361.7,53841.9,130839.4,172158.3,79131.8,69915.4,51610,86960,57479.1,114327.5,35184.7,68830.6,48989.2,134617.5,281690.1,272017.4,100565.4,20354.2,185469.2,143988.9,0,0,52590.4,56648.3,48286.4,34681.3,22908.2,26642.6,20203,22236.4,38859.1,16947.4
1371958.4,153986.8,56624.8,139946.4,214656.7,83348.5,76273,53792.1,81392.1,60365.6,133656.7,37341.4,93917.1,55067.2,149532.3,320275.8,283615.2,115547.6,18222,212646.1,154045.3,0,0,66489.3,53821.2,58543.2,34764.3,26372.7,38197,23750.6,33916.2,39179.3,24018.7
1347029.6,153177.6,56721.4,135465.8,203532.6,81671.2,75114.4,52336.8,88336.8,59189.6,128733.2,36444.3,85503.8,53102.4,147024.6,306618.7,283899.1,118619.8,17380.4,207671.8,156640.1,0,0,63033.2,54622.9,58710.1,32386.5,26167.6,42260.7,23773.5,26264.7,41478.9,19040.1
1245869.4,145863.9,56104.4,129655,159804.3,75603.4,73064.6,52067,81467,56644.4,111752.6,34436,82217.2,51221.9,138485.6,280610.8,276082.8,109314.5,22398.2,198243,152137.5,0,0,49124.6,56969.6,54152,33136.9,24958.2,37953.7,23767.4,23397.3,40099.6,20790
1194685,135359.3,55751.2,124991.9,152799.2,73045.4,75068.3,52362.8,79812.8,55434.6,107555.7,34202.6,75487.5,42314.1,145711.3,264070.3,253839.8,103458.6,21979.4,190533.4,149040.3,0,0,54239.6,46085.6,54479.7,30231.8,24829.3,35372.1,23385.4,23489.9,39137.5,19619.6
1183665.2,128839.7,55257.2,123375,143338.3,71123.6,70888.4,51143.3,87143.3,54219.6,97796.8,33709.8,84767.8,50729.8,132588.5,260432.1,256419.3,99618,20373.9,195495.7,152891.3,0,0,47117.5,50459.2,54120.9,29243.1,24617.4,33112.4,23175.5,22518.6,38311.3,19231.1
1146226.5,127577.8,56087.9,121019,137389.4,68269.3,69369.2,50598.1,86598.1,52142,99751.7,33528.3,63974.1,44032,128535.9,253632.4,269708.6,100222.2,14911.4,183696,163089.3,0,0,42336.9,29961.3,52137.6,25199.3,21467.2,24284.1,20435.1,21396.2,39601,20438.4
1136951.5,128461.5,56968.7,121708.2,138083.8,67685.5,72515,49983.9,85983.9,52008.2,101364.5,33373.3,61459,43503.6,123596.7,242043,275522.5,96781.8,15991.2,174997,151390.4,0,0,60310.1,29605.2,51560.1,24089.1,20896.6,24783.5,19890.3,19925,36885.3,18809.9
1235347.1,145801.9,57797.6,128924.8,163549.5,73320.6,74719.6,53654.5,89654.5,55810.2,111048,34748.3,81945,44678.4,142930.4,271252.4,278534.2,107724.9,19111,190926.6,144164.8,0,0,55668.3,35431.6,56089.9,26063.1,23964.6,34572,22809,24723.7,37665.6,18795
1286540.2,145356.7,57019.3,130997.5,188837.5,74163.7,74873.2,54528.9,90518.8,55611.8,121672.2,35499.7,89651,52112.9,144683.4,292296.4,277401,110629.5,16812.3,199553.5,148445.1,0,0,69588.8,42867.3,57346.1,28823.4,24566.7,36446.6,22699.4,25378,38228.1,19750.6
1255606.9,144605.8,56640.1,129054.1,166470.6,72987.3,78297.3,52046.3,88046.3,54753.2,112958.6,34141.7,85483.1,50332.9,148447.7,277396.6,277676.3,110353.4,17567,202171.8,155757.9,0,0,62028.2,40772.9,57142.9,27030.9,25500.9,36914.4,22866.7,23155,38758.1,18921.8
1236397.5,142640.1,55415.5,130162,151579.5,73409.8,76583.8,51537.4,86337.4,55217.7,111856.1,33969,84779.5,47863.4,146488,267648.5,282020.7,110147.1,18105.5,191269.4,143825,0,0,53667.2,41631.2,57369.4,30523,24756.5,39036.4,22535.4,20324.4,43264.2,16951.1
1231216.9,137758.4,57149.5,126622,154576.8,73905.3,77482.6,49807.9,84607.9,56432.4,116974.6,33621.9,68495,49690.2,143676.7,283567,279066.4,106894.5,16988.8,190610.9,143638.7,0,0,46190.1,54654.9,55732.4,27507.7,25226.4,38268.1,22175.6,22069.2,42827.8,15905.9
1160641.6,128137.3,55466,121727.1,137210.5,70760.8,73058.2,47576.3,82376.3,53636.2,111416.5,32633.8,48498.1,47551.8,127077.8,268946.8,277512.4,102620.6,16461.7,176338.9,157033.7,0,0,38777.2,47819.3,52312.3,24316.3,21433.7,27798.2,20061.9,17195.6,36973,16247.1
1114698.1,128925.6,54456.5,120218.4,115147.5,70207.3,68535.2,48023.9,82823.9,52114.9,99140.1,32972.2,38951.5,46126.1,114671,255272.3,269024.3,88218.9,21302.2,169450.2,155412.4,0,0,37155.9,64284.3,50352.3,29223.3,20740.6,29167,19434.7,14628.5,37754.4,20200
1238348.7,139739.3,57070.2,127610.4,166924.8,74828.2,76648.6,51478.2,84878.2,56748.8,125707.2,34915,76442.6,49317.7,142850.9,277537.8,267088.3,109880.3,17491.7,188628.1,146801.8,0,0,53714.6,38867.2,55760.1,29459.5,23722.3,37347.5,22817.9,22998.4,39767.4,15889.2
1264944.7,141966.4,58222.6,127797.7,173698.6,76039.3,76595.1,52961.1,87761.1,57462.3,130513.7,34457.6,83173.3,54400.1,136459.9,293707.5,266318.9,107013.7,18817.6,192828.7,143721.1,0,0,53845.1,50278,54485.4,30761.1,25256.2,39703,24984.8,28583.4,44147,16745.5
1261353.5,137889.5,57382.6,127451,172038.9,76606.1,75091.2,52881.3,87678.2,57764.4,132727.3,33600.1,80347.6,53337.9,135814.8,287285.3,263077.7,111346.3,16744.9,195275.5,146048.2,0,0,51046.5,51698,54872.6,31241.2,25022.7,37166.7,23421.3,24420.3,41753.6,18076.5
1260135.8,137708.7,54991,127607.3,164122.7,76937.5,72896.1,53030.7,87524.5,57383.6,128136.3,34672.7,77721.7,53258.3,138641.1,287841.2,266911,111489.1,18687.6,195792,150453,0,0,49654.2,63386.8,53107.1,32231.9,24968.9,36319.4,23434.3,22020.3,45693.1,18535.3
1255583,138784.7,54814.6,127259.7,165663.4,76754.6,70043.6,51822.5,87422.5,55446.7,128854.7,34190.9,84237.1,53810.5,133644.2,287251.9,271009.5,108976.2,19578,197349.2,145011.9,0,0,49401,54310.3,53142.3,30574.7,24938.8,37973.3,22914.1,21996.9,43216.6,20125
1168735,130661.7,55207.3,121556.9,140746.6,72745.2,66339.7,50344.1,86144.1,52983.4,121836.2,32412.4,63949.8,49793,123782.4,260460.8,267798.4,99339.2,19050.1,183673.2,154233.5,0,0,41116.1,44740.4,51095.6,24278.9,22413.5,24723.1,20301.1,17289.4,39926.3,18702.6
1145616.4,130933.4,55682.3,122805.1,128402.9,71389.3,63814,50343.5,86043.5,52157.1,116970.8,32270.6,61307.9,47779.8,109303.5,256511.4,267353.7,96577.8,21262.1,178756.2,157464,0,0,39978.3,49258.3,49290.4,27974.2,21294.6,25012.4,19968.6,18326,38799.5,20680
