Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
1274672.9,141870.6,50849.9,139554.4,195679.7,69255.5,44042.7,55617.7,71387.4,59954.2,128357.7,36016.4,85724.9,51879.5,142816,300926.2,263468.7,107244.5,33183.2,195210.9,145074.7,49726.6,73152.5,51561.3,37616.3,27726.5,29978.2,6533.3,0,28306.2,20051.9
1280071,144360.8,51471.3,140164.7,199147,69830.9,46409.2,54735.7,73988.6,60627,135560.9,35957.9,85736.4,51185.2,148269.3,297461.7,266403.1,103438.7,27516.9,196665.6,141138.9,57369.9,64047.5,51588.8,31667,27512.6,32550.3,5646.1,1426.5,29974.3,21187
1103833.8,127927,49760.9,120067.4,148848,68018.5,35127.5,51783.2,59659.4,56888.6,105165.5,33899,55286.8,47900.6,127986.9,251647.6,261275.5,84343.1,30632.6,175879.9,129107.2,34427,66726.7,40872.6,41564.8,24057.8,27762.2,6576,755.1,28186.1,12815.3
1055998.3,115080.2,48469,112913.5,141896.8,64248.3,34077.2,50415.4,59322.7,53618.4,96017,33586.2,55274.3,45609.2,124450,245371,267032.6,83266.6,24740.5,160068.6,118396.3,38319.2,62868.7,42564.2,32428.2,23534.2,24327.7,5856.7,1117.2,25986.2,10019.7
1190935.7,123753.4,50101.2,122480.7,183204.7,64473.2,42848.1,52681.8,71011.1,55879.7,125074.7,34043.7,83021.7,47787.6,139204.2,277917,262099.3,105686.7,22501.9,168408.4,126835.5,59624.5,51970.8,53881.3,27303,26391.5,28980.9,5979.7,2162.6,26559.5,9229
1182519.9,124236.2,50775.5,123446.9,183556,63580,41959.3,51404.4,70482.6,56661,122730.2,34100.2,81730.1,47841.2,133099.1,277099.8,264663.7,100347.9,25447.6,165796.2,125285.1,60831.9,49614.7,53007.6,27150.9,25883,29102.5,5751.7,1389.7,27831.7,10832.7
1176062.2,123534.9,50542.1,119637.9,176568.8,63204.7,40767.7,52181.8,67732.3,55757.5,118448,33030.2,76785,50791.8,133166.4,287192.4,261515.4,101183.4,24383.8,169920.6,126393.6,45988.8,61296.8,47867.9,29518.7,26792.1,31278.2,5811.7,869.9,27061.5,10690.5
1161022.9,122798.8,51439.4,121035.1,166495.9,63716,37726.3,53021.1,61415.6,55467.7,112621.6,33181.3,73068.5,49025.5,131904.7,281285.4,265058,98670.9,25443.4,171108.7,126135.1,41874.2,66740,46426.2,36114.4,26360.1,31184.3,5727.9,1997.7,27776.2,10130.2
1114333.5,120069.4,48875.9,118943.6,147567.5,64217.6,32257.8,52418.8,54688.8,54961.5,100708.3,33042.3,67569.1,48412.9,131717.7,263475.7,265320.4,87867.4,31078.2,169842.8,124808.7,34875.7,65960.3,43897.4,37858.8,26052.8,30701.7,6330.2,1834,26488,9948.9
1001725.8,110704.5,47722.6,113544.9,119443.5,62749.8,27413.2,50259.3,40717.1,52153.3,77374.5,30523,55851.3,43555.5,118116.6,235385,262653.8,68221.3,32670.8,155418.2,113975,25401.6,67360.2,35958.7,39770.1,21032.2,22941.5,5786.6,345.2,25735.1,10073.6
982443.1,108020.4,47974.5,108996.2,118912.1,61468.2,25085.4,49289.4,40228.3,52232.9,82767.3,29750.4,48001.1,41162.7,110759.6,237552.5,265205.4,70155.8,32068.5,149351.7,108869.6,26457.5,69284,36085.3,39549.6,20152.5,20025.4,6537.5,92,22547,10937.2
