Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
953304.2,125376.8,54003.8,119138.3,113317.9,57283.8,29021.4,45815.4,34477.8,58972.6,83502.4,29525.8,43809.7,39455.1,65550.9,200435.4,252704.6,59548,34798.3,149833.4,125715.9,,,21349.1,74853.6,31838.7,46282.9,19096.2,20781.3,17528,4886.2,24981.8,16471.7
1013880.7,126923.6,53465.6,119676.1,129104.3,64188.9,34483,47928.7,38034.6,61851.2,85439.5,31837.9,45884.6,40827,76899.1,213304.7,256890.6,65172.2,39953.3,167798.2,125504.1,,,24862.2,80127.7,37438.1,50647.5,20222.3,24969,19580.4,8537.5,24219.6,15890.7
1012697.4,119946.5,49026.1,120224.4,142687.1,65069.8,35069.6,46983.4,38378,59975.4,94353.7,30528.7,39885.7,41992.5,83705.6,224833.7,254015.8,67362.4,37507.3,159340.9,125743.4,,,25023.4,71563.9,37190,43143,18244,20796.7,19585.8,8633.6,20835.3,12626.7
1052355.5,124085.7,50963.7,122283.3,158261.1,64112.5,36342.5,48399.5,38454.1,61395,108901.5,32764.4,40271.9,43634.4,86371.4,242479.3,242983.6,68800.5,37818.2,166883.6,128250.8,,,29034.6,79152.9,34675.4,46318.4,19735.2,20666.1,19056.2,11332.8,20295.9,11546.5
1212966.7,138822.5,59286.3,129750.8,202758.8,68211.1,52265.9,53226.8,70078.1,64772.6,144876.1,34654.2,81307.1,46436.3,131392,278780.2,204956,81760.4,26422.5,203440,150256.1,,,57085.5,54003.9,45260.8,30834.3,23970,31775.8,23400.7,16723.9,25593.7,18228.8
1167347.6,130387.2,58665.5,126182.8,205260.8,66392.4,46992.7,53630.5,66364.4,63576.5,132263.8,32548.8,66868.2,44170.4,121312.8,252666.2,220101.2,85163.1,26166.9,189182.1,141044.3,,,53294.5,52652.9,52610.3,24252.1,24875.6,31490,23500.8,15646.7,26768.5,15867.4
1201347.1,132943.8,57739.5,128971.6,195725.2,67765.8,51571,52955.7,69345.9,65284.7,136081.3,33671.3,69659.1,45971.7,122772.6,270962.8,225679.6,94506.7,32855,193536.8,147258.6,,,51069.5,60845.3,49821.4,30196.5,24325.4,33483.6,24652.5,15604,29672.9,17295.4
1158831.7,131797.4,57743.5,126829.6,187200.2,66926.5,48520.5,53200.2,59666.9,65000.2,120482.8,33498.9,53029.4,47044.3,111334.6,253720.9,229104.6,84133.1,32775.2,183066.5,138541.5,,,43361.3,75059.9,48976.9,37986.5,23519.7,31329.9,24111.7,13102.5,29942.7,19251.9
1166156.4,138098.1,56801.3,125906.5,173593.8,67903.9,46842.6,52137.9,61497.1,64990.6,118273.8,33710.2,57325.6,49345.5,107206.9,268545.4,225973.7,77600.5,33730,179719.8,139558.1,,,37243.8,91152.4,42313.6,44609.2,24245.6,26141.3,23168.2,9346,28241,21118.8
1079758.5,125566.4,52471.3,118206.9,163405.5,66168.9,46338.1,52111.2,55250.8,61397.7,113285,33207.9,33650.3,45945.8,80368.2,247456.3,227261,70526.1,33101.1,168530.3,133786.5,,,33525.8,92853.8,35285.9,47683.6,20542.8,19150.8,21629.7,12073.5,29858.9,19281.1
