Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,ELE Buy,ELE Sell,LV Buy,LV Sell,LT Buy,LT Sell
1102929.9,133576.5,87262.4,112290.9,154187.3,61057.5,39131.4,48094.8,78722,37968.8,34345.6,29877,88822.6,41710.4,123413.2,279584.6,262207.1,100161.1,20392.1,154108,134463.5,57400.4,51586,45272.1,29719,25580.7,36757.1,17650,3323.5,,,22931.9,22931.9
1070786,128945,75828.3,111354.1,141680.6,62061.3,40169.8,47523.3,73184.3,38506.8,29724.4,29760.7,81386.5,42506,118909.3,265045.6,264329.9,95977.9,23644.3,152524.4,129240,49920.7,61699.2,49159.2,34716.6,24762.9,36461,15117.6,2191.3,,,24479.8,24479.8
1068506.3,127474.9,78172.2,109040.8,146243.8,62409.3,32717.9,48410,70845.5,37911.3,33403.4,30975.1,80210,43064.9,117927.4,255227.5,265185.6,92034.4,23429.1,160909.7,127916,62733.9,62118.3,47663.1,33952.2,24523.8,39766,11790.3,2281.6,,,22220.4,22220.4
989721.1,116510.2,60037.5,108773.1,119369.1,60722.1,26523.7,47152.9,61992.7,34909.3,31785.8,30637.5,66723.3,41719.1,102503.7,235304.1,265260.3,73739.6,23497.8,162341.6,124171.5,41114.1,73244.9,41854.1,38482,23612.2,33185.3,10368.3,1980.6,,,20418.2,20418.2
968335.3,113064.4,61605.4,105292.1,126011.4,60162.5,25209.3,47682.7,60422.8,34401.5,34746,31355.5,63690.7,42178.3,98656.7,236452.5,262065.6,69592,24991.3,159772,124581.3,42668.1,58657.9,37181.5,35565.1,22430.6,32565.4,9116.1,2580.9,,,25664.6,25664.6
1106705.2,128864.4,79554.9,107922.5,152457.4,59870.4,40750.1,50012.2,78182.4,37644,36963.4,32721.3,81214.7,45009.4,124054.8,270854,264306.2,93087.3,21313.4,186193.2,139049.6,62683.1,59047.2,42254.1,35727.2,26070.3,40114.1,11741.5,2192.3,,,23913.9,23913.9
1054169.4,125348.4,72546.8,107259.6,138442.8,56292.5,35619,50326.4,73807.3,38561.7,33405.8,33265.4,78853.8,42711.5,117435.8,262315.6,259144.6,88047.6,24058.2,169235.9,132275.2,53326.2,63703.5,39613.4,36065.8,26266.8,38924,13133.2,1421.6,,,23236.2,23236.2
1061755.3,124806.8,76533.2,105607.7,145889.9,57134.6,34495,50137,75508.8,38697.1,32239.6,32141.8,79533.2,40830.4,122937.7,264922.6,260342.8,88284.5,18688.9,160569,133908.9,62363.1,55988.2,42230.1,28502,25871.4,40237.8,13067.5,1857.6,,,24345.1,24345.1
1069569.3,133257.9,70456.6,107508.7,139673.3,60738.2,31224.6,49848.9,76326.7,38705.6,28114.6,33148.6,78288.3,43552.6,120302.3,275121.8,257410.1,79184.7,27284.5,167466.9,135399.8,45914.8,71722,40703.7,35764.9,26176.9,41184,13535.6,1713.2,,,23231,23231
1059607.4,132134,70136.5,107626.3,130807.8,60726.8,26788.6,49896.9,73621.6,39475,28876.4,33446,76975.3,46411.1,118085.2,279661.5,259888.8,76925.5,31413.8,167359.4,138220,36854,77204.3,39529.5,37872.5,26519.9,38439.3,12840.4,1076.2,,,23792.7,23792.7
