Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
1036255.5,139045.3,55014.7,119076,140434.4,76965,41758,48829.4,42859.8,54048,60792,34545.1,55775.7,49408.7,95774.5,219780.5,254497.4,63604.2,32524.8,168882.3,133885.5,0,0,30710.8,87369,29265.8,37140.8,17954.9,21356.8,16558.5,19815.3,32058,21758
1231143.1,159958.8,63676,124641.4,190232.2,81243.8,62304.2,53027.4,75087.7,56961,113892.9,35778.6,77646.6,51920.8,129402.2,261946.4,245443.5,94125.3,26824.8,195798.3,155384.8,0,0,64939.6,60915.9,45130.4,27311,21961.6,33024.2,20918.1,28029.8,39788.7,19089
1209735.1,154366.4,62343.5,122509.1,187713.9,84066.2,59225.1,51973.2,73194.5,58010.1,107091.3,36390.3,65215.3,57759.6,125486,268887.8,218391.6,90131.8,28255.2,190498.6,155544.2,0,0,46330.4,84030.5,36536.5,40474.3,23593.5,30017.8,21310.9,28115.6,42609.4,19954.6
1244192.4,149295.1,65133.2,137526.2,191500.2,85054.5,64794.7,52446.3,80591.5,58156.6,119800,37188.8,78682.4,50834.7,138001.3,257884.4,242905.4,101161.9,21253.8,192046.1,157635.9,0,0,72629.4,52621.3,44053.3,26941.1,23173.4,29543.2,22279.1,31414.1,41492.6,24404.3
1257303.9,153176.1,65685.7,135367.5,191121.9,85556.7,61133.7,53605.7,79920.5,58791.3,117566.5,37683.2,79981.9,49808.5,144378.8,267641.2,258837.7,101274,21559.8,185106.6,161968.8,0,0,77211.1,46763.6,46151.5,25169.8,23198,30315.1,22581.8,31862,42292.2,23250.5
1223209,138403.9,52769,134143.7,191491.5,81360,65396.5,49719.3,83109.7,57263.7,113739.3,36390.4,66008,47480,145279.6,271799.2,259439.3,97073.7,22030.1,175866.4,160868.3,0,0,76401.4,40109,47419.5,20149,20959.3,24099.9,20093.5,27079.6,35891.6,18696.8
1162724.9,137943.9,46979.6,125512.6,170979.5,80194.3,56331.6,49307.9,69673.9,55732.3,87402.1,36539.9,58956.5,46044.9,128039.9,266602.4,267128.1,92424.5,28570.3,174209.2,166830.5,0,0,53920.8,55365.5,39069.9,28369.9,20641.4,25418,19535.8,27233.6,36684,17288.6
1299813,164350.9,67581.1,138249.5,187422.4,83510.3,65881.9,51133.4,76504.8,58604.1,116340.8,38475.3,78375.1,53255.2,153018.7,295311.3,267076.3,103294.3,23843.8,194309.5,174270.2,0,0,66439.5,53710.1,44488.8,28434.6,23851.2,35694.7,22854.3,34177,44399,20327.1
1291913.9,164868.6,67869.1,136461.3,186141.7,84527.3,62942.8,50338.1,79024.9,58439.8,112629.7,37498.8,72450.9,51951.2,146275.5,291068.2,265906.3,103482,27104.8,198206.1,146625.3,0,0,57886.2,81247.4,44593.7,36668.8,24555.7,34461.9,23039.1,33968.5,40234.1,13832.6
1309115.4,164135.7,70838.3,130928.4,202259.7,82020.5,72684.2,49602.8,79015.9,57598.9,128769.5,36505.5,79257.9,57955.8,140642.8,290329.9,273289.6,97914.2,27265.3,206289.7,147012.2,0,0,81703.7,57183.5,51092.2,27021.4,25796.6,38197.3,23158,32962.8,43326.4,21957.9
